id,rs,mvol,mp,bd,porosity,clay,org,ra,mp_th
WythamCT,0.4,0.23,3598,1.15,0.58,0.51,0.04,0.85,28724
WythamCT,0.55,0.32,528,1.15,0.58,0.51,0.04,1,28724
WythamCT,0.48,0.28,1111,1.15,0.58,0.51,0.04,0.85,28724
WythamCT,0.47,0.28,1232,1.15,0.58,0.51,0.04,0.77,28724
WythamCT,0.6,0.35,288,1.15,0.58,0.51,0.04,0.77,28724
WythamCT,0.48,0.28,1170,1.15,0.58,0.51,0.04,0.66,28724
WythamCT,0.52,0.3,720,1.15,0.58,0.51,0.04,0.6,28724
WythamCT,0.4,0.23,3598,1.15,0.58,0.51,0.04,0.52,28724
WythamCT,0.51,0.3,754,1.15,0.58,0.51,0.04,0.47,28724
WythamCT,0.54,0.31,575,1.15,0.58,0.51,0.04,0.5,28724
WythamCT,0.62,0.36,239,1.15,0.58,0.51,0.04,0.53,28724
WythamCT,0.59,0.34,324,1.15,0.58,0.51,0.04,0.42,28724
WythamCT,0.69,0.4,135,1.15,0.58,0.51,0.04,0.43,28724
WythamCT,0.76,0.44,71,1.15,0.58,0.51,0.04,0.44,28724
WythamCT,0.78,0.45,59,1.15,0.58,0.51,0.04,0.47,28724
WythamCT,0.81,0.47,48,1.15,0.58,0.51,0.04,0.48,28724
WythamCT,0.95,0.55,9,1.15,0.58,0.51,0.04,0.45,28724
WythamCT,0.92,0.53,14,1.15,0.58,0.51,0.04,0.38,28724
WythamCT,0.84,0.49,35,1.15,0.58,0.51,0.04,0.39,28724
WythamCT,0.74,0.43,84,1.15,0.58,0.51,0.04,0.34,28724
WythamCT,0.71,0.41,110,1.15,0.58,0.51,0.04,0.24,28724
WythamCT,0.81,0.47,48,1.15,0.58,0.51,0.04,0.24,28724
WythamCT,0.85,0.49,33,1.15,0.58,0.51,0.04,0.21,28724
WythamCT,0.86,0.5,28,1.15,0.58,0.51,0.04,0.23,28724
WythamCT,0.85,0.49,31,1.15,0.58,0.51,0.04,0.14,28724
WythamCT,0.92,0.53,14,1.15,0.58,0.51,0.04,0.27,28724
WythamCT,0.98,0.57,5,1.15,0.58,0.51,0.04,0.28,28724
WythamCT,0.96,0.55,8,1.15,0.58,0.51,0.04,0.2,28724
WythamCT,0.98,0.57,5,1.15,0.58,0.51,0.04,0.15,28724
WythamAd,0.49,0.29,957,1.15,0.58,0.51,0.04,1,28724
WythamAd,0.4,0.23,4137,1.15,0.58,0.51,0.04,0.89,28724
WythamAd,0.38,0.22,5560,1.15,0.58,0.51,0.04,0.86,28724
WythamAd,0.32,0.18,24681,1.15,0.58,0.51,0.04,0.79,28724
WythamAd,0.58,0.34,364,1.15,0.58,0.51,0.04,0.86,28724
WythamAd,0.4,0.23,3856,1.15,0.58,0.51,0.04,0.69,28724
WythamAd,0.37,0.22,6505,1.15,0.58,0.51,0.04,0.66,28724
WythamAd,0.45,0.26,1807,1.15,0.58,0.51,0.04,0.53,28724
WythamAd,0.35,0.2,10882,1.15,0.58,0.51,0.04,0.49,28724
WythamAd,0.45,0.26,1707,1.15,0.58,0.51,0.04,0.46,28724
WythamAd,0.56,0.33,446,1.15,0.58,0.51,0.04,0.59,28724
WythamAd,0.55,0.32,528,1.15,0.58,0.51,0.04,0.47,28724
WythamAd,0.62,0.36,239,1.15,0.58,0.51,0.04,0.48,28724
WythamAd,0.7,0.41,118,1.15,0.58,0.51,0.04,0.52,28724
WythamAd,0.73,0.42,93,1.15,0.58,0.51,0.04,0.5,28724
WythamAd,0.72,0.42,103,1.15,0.58,0.51,0.04,0.47,28724
WythamAd,0.75,0.44,78,1.15,0.58,0.51,0.04,0.52,28724
WythamAd,0.8,0.47,50,1.15,0.58,0.51,0.04,0.52,28724
WythamAd,0.84,0.49,35,1.15,0.58,0.51,0.04,0.58,28724
WythamAd,0.94,0.55,10,1.15,0.58,0.51,0.04,0.58,28724
WythamAd,0.95,0.55,9,1.15,0.58,0.51,0.04,0.5,28724
WythamAd,0.89,0.52,20,1.15,0.58,0.51,0.04,0.42,28724
WythamAd,0.73,0.43,90,1.15,0.58,0.51,0.04,0.41,28724
WythamAd,0.95,0.55,5,1.15,0.58,0.51,0.04,0.37,28724
WythamAd,0.77,0.44,68,1.15,0.58,0.51,0.04,0.3,28724
WythamAd,0.81,0.47,48,1.15,0.58,0.51,0.04,0.29,28724
WythamAd,0.83,0.48,40,1.15,0.58,0.51,0.04,0.28,28724
WythamAd,0.88,0.51,24,1.15,0.58,0.51,0.04,0.3,28724
WythamAd,0.98,0.57,5,1.15,0.58,0.51,0.04,0.27,28724
WythamAd,0.94,0.55,11,1.15,0.58,0.51,0.04,0.24,28724
WythamAd,0.98,0.57,5,1.15,0.58,0.51,0.04,0.19,28724
WythamAd,0.8,0.46,52,1.15,0.58,0.51,0.04,0.18,28724
WythamAd,0.79,0.46,57,1.15,0.58,0.51,0.04,0.26,28724
WythamAd,0.71,0.41,110,1.15,0.58,0.51,0.04,0.26,28724
WythamRe,0.5,0.29,895,1.15,0.58,0.51,0.04,1,28724
WythamRe,0.31,0.18,27724,1.15,0.58,0.51,0.04,0.8,28724
WythamRe,0.38,0.22,6009,1.15,0.58,0.51,0.04,0.81,28724
WythamRe,0.42,0.24,2945,1.15,0.58,0.51,0.04,0.82,28724
WythamRe,0.52,0.3,720,1.15,0.58,0.51,0.04,0.81,28724
WythamRe,0.4,0.23,4137,1.15,0.58,0.51,0.04,0.64,28724
WythamRe,0.42,0.24,2761,1.15,0.58,0.51,0.04,0.6,28724
WythamRe,0.35,0.2,9938,1.15,0.58,0.51,0.04,0.48,28724
WythamRe,0.47,0.27,1369,1.15,0.58,0.51,0.04,0.48,28724
WythamRe,0.54,0.31,575,1.15,0.58,0.51,0.04,0.56,28724
WythamRe,0.46,0.27,1527,1.15,0.58,0.51,0.04,0.38,28724
WythamRe,0.54,0.31,551,1.15,0.58,0.51,0.04,0.41,28724
WythamRe,0.69,0.4,131,1.15,0.58,0.51,0.04,0.49,28724
WythamRe,0.69,0.4,135,1.15,0.58,0.51,0.04,0.47,28724
WythamRe,0.76,0.44,71,1.15,0.58,0.51,0.04,0.48,28724
WythamRe,0.92,0.53,14,1.15,0.58,0.51,0.04,0.47,28724
WythamRe,0.79,0.46,55,1.15,0.58,0.51,0.04,0.38,28724
WythamRe,0.7,0.41,122,1.15,0.58,0.51,0.04,0.39,28724
WythamRe,0.61,0.36,267,1.15,0.58,0.51,0.04,0.33,28724
WythamRe,0.72,0.42,103,1.15,0.58,0.51,0.04,0.35,28724
WythamRe,0.67,0.39,161,1.15,0.58,0.51,0.04,0.26,28724
WythamRe,0.68,0.4,140,1.15,0.58,0.51,0.04,0.27,28724
WythamRe,0.86,0.5,28,1.15,0.58,0.51,0.04,0.32,28724
WythamRe,0.94,0.55,10,1.15,0.58,0.51,0.04,0.29,28724
WythamRe,0.78,0.45,62,1.15,0.58,0.51,0.04,0.26,28724
WythamRe,0.76,0.44,73,1.15,0.58,0.51,0.04,0.2,28724
WythamRe,0.79,0.46,55,1.15,0.58,0.51,0.04,0.2,28724
WythamRe,0.84,0.49,36,1.15,0.58,0.51,0.04,0.24,28724
WythamRe,0.93,0.54,13,1.15,0.58,0.51,0.04,0.19,28724
WythamRe,0.91,0.53,16,1.15,0.58,0.51,0.04,0.16,28724
WythamRe,0.95,0.55,7,1.15,0.58,0.51,0.04,0.14,28724
WythamRe,0.83,0.48,37,1.15,0.58,0.51,0.04,0.14,28724
WythamRe,0.79,0.46,54,1.15,0.58,0.51,0.04,0.14,28724
GiganteCT,0.33,0.16,12919,1.36,0.49,0.31,0.04,0.51,21524
GiganteCT,0.31,0.15,16088,1.36,0.49,0.31,0.04,0.61,21524
GiganteCT,0.34,0.17,9810,1.36,0.49,0.31,0.04,0.55,21524
GiganteCT,0.37,0.18,7207,1.36,0.49,0.31,0.04,0.55,21524
GiganteCT,0.39,0.19,5633,1.36,0.49,0.31,0.04,0.6,21524
GiganteCT,0.39,0.19,5336,1.36,0.49,0.31,0.04,0.69,21524
GiganteCT,0.41,0.2,4054,1.36,0.49,0.31,0.04,0.69,21524
GiganteCT,0.45,0.22,2641,1.36,0.49,0.31,0.04,0.69,21524
GiganteCT,0.5,0.24,1465,1.36,0.49,0.31,0.04,0.74,21524
GiganteCT,0.43,0.21,3236,1.36,0.49,0.31,0.04,0.79,21524
GiganteCT,0.42,0.2,3818,1.36,0.49,0.31,0.04,0.91,21524
GiganteCT,0.43,0.21,3207,1.36,0.49,0.31,0.04,0.92,21524
GiganteCT,0.44,0.22,2819,1.36,0.49,0.31,0.04,0.96,21524
GiganteCT,0.49,0.24,1617,1.36,0.49,0.31,0.04,0.97,21524
GiganteCT,0.51,0.25,1294,1.36,0.49,0.31,0.04,0.98,21524
GiganteCT,0.54,0.26,1009,1.36,0.49,0.31,0.04,0.96,21524
GiganteCT,0.54,0.26,1011,1.36,0.49,0.31,0.04,0.92,21524
GiganteCT,0.7,0.34,256,1.36,0.49,0.31,0.04,0.93,21524
GiganteCT,0.73,0.35,195,1.36,0.49,0.31,0.04,1,21524
GiganteCT,0.76,0.37,150,1.36,0.49,0.31,0.04,0.89,21524
GiganteCT,0.8,0.39,107,1.36,0.49,0.31,0.04,0.9,21524
GiganteCT,0.83,0.41,81,1.36,0.49,0.31,0.04,0.87,21524
GiganteCT,0.79,0.39,114,1.36,0.49,0.31,0.04,0.84,21524
GiganteCT,0.75,0.37,160,1.36,0.49,0.31,0.04,0.79,21524
GiganteCT,0.82,0.4,90,1.36,0.49,0.31,0.04,0.8,21524
GiganteCT,0.85,0.41,69,1.36,0.49,0.31,0.04,0.81,21524
GiganteCT,0.87,0.42,60,1.36,0.49,0.31,0.04,0.82,21524
GiganteCT,0.88,0.43,51,1.36,0.49,0.31,0.04,0.72,21524
GiganteCT,0.98,0.48,15,1.36,0.49,0.31,0.04,0.61,21524
GiganteAd,0.3,0.15,19174,1.36,0.49,0.31,0.04,0.54,21524
GiganteAd,0.33,0.16,11467,1.36,0.49,0.31,0.04,0.52,21524
GiganteAd,0.37,0.18,6865,1.36,0.49,0.31,0.04,0.46,21524
GiganteAd,0.37,0.18,6846,1.36,0.49,0.31,0.04,0.49,21524
GiganteAd,0.39,0.19,5379,1.36,0.49,0.31,0.04,0.49,21524
GiganteAd,0.42,0.2,3753,1.36,0.49,0.31,0.04,0.44,21524
GiganteAd,0.44,0.21,2894,1.36,0.49,0.31,0.04,0.47,21524
GiganteAd,0.47,0.23,1997,1.36,0.49,0.31,0.04,0.56,21524
GiganteAd,0.45,0.22,2634,1.36,0.49,0.31,0.04,0.62,21524
GiganteAd,0.56,0.27,865,1.36,0.49,0.31,0.04,0.52,21524
GiganteAd,0.39,0.19,5237,1.36,0.49,0.31,0.04,0.8,21524
GiganteAd,0.46,0.23,2188,1.36,0.49,0.31,0.04,0.93,21524
GiganteAd,0.62,0.3,503,1.36,0.49,0.31,0.04,1,21524
GiganteAd,0.6,0.29,585,1.36,0.49,0.31,0.04,0.96,21524
GiganteAd,0.55,0.27,877,1.36,0.49,0.31,0.04,0.86,21524
GiganteAd,0.56,0.27,848,1.36,0.49,0.31,0.04,0.84,21524
GiganteAd,0.59,0.29,651,1.36,0.49,0.31,0.04,0.8,21524
GiganteAd,0.75,0.37,163,1.36,0.49,0.31,0.04,0.88,21524
GiganteAd,0.75,0.36,169,1.36,0.49,0.31,0.04,0.79,21524
GiganteAd,0.8,0.39,113,1.36,0.49,0.31,0.04,0.92,21524
GiganteAd,0.89,0.43,48,1.36,0.49,0.31,0.04,0.87,21524
GiganteAd,0.8,0.39,107,1.36,0.49,0.31,0.04,0.77,21524
GiganteAd,0.85,0.41,71,1.36,0.49,0.31,0.04,0.73,21524
GiganteAd,0.87,0.42,58,1.36,0.49,0.31,0.04,0.75,21524
GiganteAd,0.9,0.44,44,1.36,0.49,0.31,0.04,0.73,21524
GiganteAd,0.88,0.43,55,1.36,0.49,0.31,0.04,0.59,21524
GiganteAd,0.92,0.45,33,1.36,0.49,0.31,0.04,0.59,21524
GiganteAd,0.92,0.45,33,1.36,0.49,0.31,0.04,0.56,21524
GiganteAd,0.94,0.46,26,1.36,0.49,0.31,0.04,0.53,21524
GiganteRe,0.3,0.14,20524,1.36,0.49,0.31,0.04,0.56,21524
GiganteRe,0.32,0.16,14425,1.36,0.49,0.31,0.04,0.54,21524
GiganteRe,0.34,0.17,9819,1.36,0.49,0.31,0.04,0.54,21524
GiganteRe,0.33,0.16,11497,1.36,0.49,0.31,0.04,0.58,21524
GiganteRe,0.39,0.19,5124,1.36,0.49,0.31,0.04,0.6,21524
GiganteRe,0.39,0.19,5111,1.36,0.49,0.31,0.04,0.64,21524
GiganteRe,0.43,0.21,3271,1.36,0.49,0.31,0.04,0.63,21524
GiganteRe,0.46,0.23,2231,1.36,0.49,0.31,0.04,0.79,21524
GiganteRe,0.49,0.24,1635,1.36,0.49,0.31,0.04,0.78,21524
GiganteRe,0.52,0.25,1223,1.36,0.49,0.31,0.04,0.7,21524
GiganteRe,0.54,0.26,1056,1.36,0.49,0.31,0.04,0.77,21524
GiganteRe,0.5,0.24,1569,1.36,0.49,0.31,0.04,0.85,21524
GiganteRe,0.47,0.23,2049,1.36,0.49,0.31,0.04,0.88,21524
GiganteRe,0.53,0.26,1125,1.36,0.49,0.31,0.04,0.9,21524
GiganteRe,0.61,0.3,536,1.36,0.49,0.31,0.04,0.95,21524
GiganteRe,0.75,0.37,158,1.36,0.49,0.31,0.04,1,21524
GiganteRe,0.76,0.37,154,1.36,0.49,0.31,0.04,0.93,21524
GiganteRe,0.66,0.32,347,1.36,0.49,0.31,0.04,0.9,21524
GiganteRe,0.66,0.32,337,1.36,0.49,0.31,0.04,0.87,21524
GiganteRe,0.82,0.4,92,1.36,0.49,0.31,0.04,0.83,21524
GiganteRe,0.87,0.42,60,1.36,0.49,0.31,0.04,0.8,21524
GiganteRe,0.89,0.43,49,1.36,0.49,0.31,0.04,0.8,21524
GiganteRe,0.86,0.42,67,1.36,0.49,0.31,0.04,0.79,21524
GiganteRe,0.79,0.38,122,1.36,0.49,0.31,0.04,0.73,21524
GiganteRe,0.83,0.4,87,1.36,0.49,0.31,0.04,0.73,21524
GiganteRe,0.85,0.41,72,1.36,0.49,0.31,0.04,0.73,21524
GiganteRe,0.9,0.44,42,1.36,0.49,0.31,0.04,0.74,21524
GiganteRe,0.9,0.44,42,1.36,0.49,0.31,0.04,0.68,21524
GiganteRe,0.85,0.41,72,1.36,0.49,0.31,0.04,0.65,21524
GiganteRe,0.92,0.45,36,1.36,0.49,0.31,0.04,0.62,21524
GiganteRe,0.98,0.48,16,1.36,0.49,0.31,0.04,0.55,21524
Cedao,0.2,0.09,2743,1.45,0.45,0.17,0.01,0.04,15800
Cedao,0.2,0.09,2188,1.45,0.45,0.17,0.01,0.11,15800
Cedao,0.21,0.09,1969,1.45,0.45,0.17,0.01,0.06,15800
Cedao,0.22,0.1,1450,1.45,0.45,0.17,0.01,0.16,15800
Cedao,0.24,0.11,972,1.45,0.45,0.17,0.01,0.34,15800
Cedao,0.35,0.16,215,1.45,0.45,0.17,0.01,1,15800
Cedao,0.36,0.17,188,1.45,0.45,0.17,0.01,0.6,15800
Cedao,0.43,0.19,115,1.45,0.45,0.17,0.01,0.49,15800
Cedao,0.44,0.2,108,1.45,0.45,0.17,0.01,0.65,15800
Cedao,0.44,0.2,103,1.45,0.45,0.17,0.01,0.76,15800
Cedo,0.19,0.08,3938,1.45,0.45,0.17,0.01,0.09,15800
Cedo,0.2,0.09,2350,1.45,0.45,0.17,0.01,0.07,15800
Cedo,0.22,0.1,1297,1.45,0.45,0.17,0.01,0.09,15800
Cedo,0.23,0.1,1144,1.45,0.45,0.17,0.01,0.2,15800
Cedo,0.31,0.14,312,1.45,0.45,0.17,0.01,0.67,15800
Cedo,0.36,0.16,199,1.45,0.45,0.17,0.01,0.46,15800
Cedo,0.37,0.17,186,1.45,0.45,0.17,0.01,0.78,15800
Cedo,0.42,0.19,117,1.45,0.45,0.17,0.01,1,15800
Cedo,0.45,0.2,97,1.45,0.45,0.17,0.01,0.94,15800
Cedo,0.46,0.21,92,1.45,0.45,0.17,0.01,0.73,15800
Rain1,0.33,0.14,14819,1.54,0.42,0.09,0.03,0.12,17102
Rain1,0.32,0.14,16102,1.54,0.42,0.09,0.03,0.13,17102
Rain1,0.33,0.14,15201,1.54,0.42,0.09,0.03,0.15,17102
Rain1,0.38,0.16,6922,1.54,0.42,0.09,0.03,0.38,17102
Rain1,0.45,0.19,2866,1.54,0.42,0.09,0.03,0.52,17102
Rain1,0.45,0.19,2817,1.54,0.42,0.09,0.03,0.55,17102
Rain1,0.45,0.19,2811,1.54,0.42,0.09,0.03,0.62,17102
Rain1,0.48,0.2,2231,1.54,0.42,0.09,0.03,0.71,17102
Rain1,0.49,0.2,2073,1.54,0.42,0.09,0.03,0.73,17102
Rain1,0.5,0.21,1825,1.54,0.42,0.09,0.03,0.76,17102
Rain1,0.54,0.23,1269,1.54,0.42,0.09,0.03,0.64,17102
Rain1,0.62,0.26,737,1.54,0.42,0.09,0.03,0.6,17102
Rain1,0.62,0.26,697,1.54,0.42,0.09,0.03,0.68,17102
Rain1,0.68,0.29,477,1.54,0.42,0.09,0.03,1,17102
Rain2,0.36,0.15,8464,1.54,0.42,0.09,0.03,0.61,17102
Rain2,0.41,0.17,4486,1.54,0.42,0.09,0.03,0.62,17102
Rain2,0.46,0.19,2681,1.54,0.42,0.09,0.03,0.55,17102
Rain2,0.43,0.18,3600,1.54,0.42,0.09,0.03,0.85,17102
Rain2,0.49,0.2,2057,1.54,0.42,0.09,0.03,0.51,17102
Rain2,0.49,0.2,2074,1.54,0.42,0.09,0.03,0.62,17102
Rain2,0.5,0.21,1761,1.54,0.42,0.09,0.03,0.63,17102
Rain2,0.5,0.21,1796,1.54,0.42,0.09,0.03,0.91,17102
Rain2,0.61,0.26,758,1.54,0.42,0.09,0.03,0.78,17102
Rain2,0.64,0.27,648,1.54,0.42,0.09,0.03,0.57,17102
Rain2,0.63,0.26,667,1.54,0.42,0.09,0.03,0.54,17102
Rain2,0.69,0.29,463,1.54,0.42,0.09,0.03,1,17102
Rain2,0.74,0.31,326,1.54,0.42,0.09,0.03,0.64,17102
Fog1,0.34,0.14,12266,1.54,0.42,0.09,0.03,0.16,17102
Fog1,0.35,0.15,10546,1.54,0.42,0.09,0.03,0.16,17102
Fog1,0.35,0.15,10262,1.54,0.42,0.09,0.03,0.22,17102
Fog1,0.36,0.15,8691,1.54,0.42,0.09,0.03,0.24,17102
Fog1,0.37,0.16,7423,1.54,0.42,0.09,0.03,0.27,17102
Fog1,0.37,0.16,7248,1.54,0.42,0.09,0.03,0.32,17102
Fog1,0.38,0.16,6257,1.54,0.42,0.09,0.03,0.31,17102
Fog1,0.39,0.16,5765,1.54,0.42,0.09,0.03,0.34,17102
Fog1,0.4,0.17,5025,1.54,0.42,0.09,0.03,0.36,17102
Fog1,0.4,0.17,4940,1.54,0.42,0.09,0.03,0.31,17102
Fog1,0.33,0.14,13948,1.54,0.42,0.09,0.03,0.22,17102
Fog1,0.34,0.14,12854,1.54,0.42,0.09,0.03,0.25,17102
Fog1,0.34,0.14,11557,1.54,0.42,0.09,0.03,0.31,17102
Fog1,0.35,0.15,10702,1.54,0.42,0.09,0.03,0.35,17102
Fog1,0.36,0.15,8853,1.54,0.42,0.09,0.03,0.33,17102
Fog1,0.36,0.15,9043,1.54,0.42,0.09,0.03,0.37,17102
Fog1,0.34,0.14,12436,1.54,0.42,0.09,0.03,0.38,17102
Fog1,0.37,0.16,7368,1.54,0.42,0.09,0.03,0.43,17102
Fog1,0.4,0.17,5404,1.54,0.42,0.09,0.03,0.47,17102
Fog1,0.41,0.17,4559,1.54,0.42,0.09,0.03,0.45,17102
Fog1,0.42,0.17,4239,1.54,0.42,0.09,0.03,0.45,17102
Fog1,0.44,0.19,3161,1.54,0.42,0.09,0.03,0.49,17102
Fog1,0.43,0.18,3667,1.54,0.42,0.09,0.03,0.55,17102
Fog1,0.42,0.18,4137,1.54,0.42,0.09,0.03,0.61,17102
Fog1,0.43,0.18,3596,1.54,0.42,0.09,0.03,0.62,17102
Fog1,0.41,0.17,4779,1.54,0.42,0.09,0.03,0.67,17102
Fog1,0.46,0.19,2557,1.54,0.42,0.09,0.03,0.68,17102
Fog1,0.51,0.21,1748,1.54,0.42,0.09,0.03,0.84,17102
Fog1,0.53,0.22,1468,1.54,0.42,0.09,0.03,0.91,17102
Fog1,0.54,0.23,1311,1.54,0.42,0.09,0.03,0.85,17102
Fog1,0.56,0.24,1103,1.54,0.42,0.09,0.03,0.89,17102
Fog1,0.59,0.25,919,1.54,0.42,0.09,0.03,0.7,17102
Fog1,0.59,0.25,896,1.54,0.42,0.09,0.03,0.78,17102
Fog1,0.6,0.25,825,1.54,0.42,0.09,0.03,0.95,17102
Fog1,0.61,0.26,754,1.54,0.42,0.09,0.03,1,17102
Fog1,0.7,0.29,428,1.54,0.42,0.09,0.03,0.94,17102
Fog2,0.34,0.14,11828,1.54,0.42,0.09,0.03,0.11,17102
Fog2,0.34,0.14,11354,1.54,0.42,0.09,0.03,0.18,17102
Fog2,0.33,0.14,13522,1.54,0.42,0.09,0.03,0.17,17102
Fog2,0.35,0.15,10593,1.54,0.42,0.09,0.03,0.21,17102
Fog2,0.36,0.15,8955,1.54,0.42,0.09,0.03,0.16,17102
Fog2,0.37,0.15,7716,1.54,0.42,0.09,0.03,0.21,17102
Fog2,0.37,0.16,7412,1.54,0.42,0.09,0.03,0.23,17102
Fog2,0.37,0.15,7942,1.54,0.42,0.09,0.03,0.28,17102
Fog2,0.39,0.16,6188,1.54,0.42,0.09,0.03,0.28,17102
Fog2,0.38,0.16,6459,1.54,0.42,0.09,0.03,0.31,17102
Fog2,0.35,0.15,9693,1.54,0.42,0.09,0.03,0.26,17102
Fog2,0.35,0.15,10010,1.54,0.42,0.09,0.03,0.34,17102
Fog2,0.37,0.15,8178,1.54,0.42,0.09,0.03,0.35,17102
Fog2,0.37,0.16,7372,1.54,0.42,0.09,0.03,0.39,17102
Fog2,0.39,0.16,5650,1.54,0.42,0.09,0.03,0.36,17102
Fog2,0.42,0.18,4140,1.54,0.42,0.09,0.03,0.36,17102
Fog2,0.42,0.17,4307,1.54,0.42,0.09,0.03,0.42,17102
Fog2,0.43,0.18,3698,1.54,0.42,0.09,0.03,0.45,17102
Fog2,0.4,0.17,5473,1.54,0.42,0.09,0.03,0.43,17102
Fog2,0.39,0.16,6049,1.54,0.42,0.09,0.03,0.46,17102
Fog2,0.4,0.17,4994,1.54,0.42,0.09,0.03,0.46,17102
Fog2,0.37,0.15,7762,1.54,0.42,0.09,0.03,0.48,17102
Fog2,0.42,0.17,4300,1.54,0.42,0.09,0.03,0.61,17102
Fog2,0.43,0.18,3794,1.54,0.42,0.09,0.03,0.56,17102
Fog2,0.44,0.18,3382,1.54,0.42,0.09,0.03,0.57,17102
Fog2,0.44,0.19,3164,1.54,0.42,0.09,0.03,0.55,17102
Fog2,0.47,0.2,2346,1.54,0.42,0.09,0.03,0.62,17102
Fog2,0.45,0.19,3019,1.54,0.42,0.09,0.03,0.77,17102
Fog2,0.51,0.21,1676,1.54,0.42,0.09,0.03,0.76,17102
Fog2,0.53,0.22,1425,1.54,0.42,0.09,0.03,0.83,17102
Fog2,0.54,0.23,1259,1.54,0.42,0.09,0.03,0.82,17102
Fog2,0.59,0.25,863,1.54,0.42,0.09,0.03,0.64,17102
Fog2,0.57,0.24,997,1.54,0.42,0.09,0.03,0.84,17102
Fog2,0.6,0.25,823,1.54,0.42,0.09,0.03,0.79,17102
Fog2,0.6,0.25,836,1.54,0.42,0.09,0.03,0.87,17102
Fog2,0.62,0.26,723,1.54,0.42,0.09,0.03,0.95,17102
Fog2,0.72,0.3,384,1.54,0.42,0.09,0.03,1,17102
Bare,0.15,0.07,14278,1.41,0.47,0.06,0.01,0.52,17143
Bare,0.15,0.07,14278,1.41,0.47,0.06,0.01,0.56,17883
Bare,0.19,0.09,4917,1.41,0.47,0.06,0.01,0.89,17883
Bare,0.21,0.1,3139,1.41,0.47,0.06,0.01,0.55,17883
Bare,0.24,0.11,2088,1.41,0.47,0.06,0.01,0.76,17883
Bare,0.28,0.13,1015,1.41,0.47,0.06,0.01,0.65,17883
Bare,0.32,0.15,541,1.41,0.47,0.06,0.01,1,17883
Bare,0.36,0.17,306,1.41,0.47,0.06,0.01,0.93,17883
Bare,0.47,0.22,83,1.41,0.47,0.06,0.01,0.85,17883
Bare,0.62,0.29,5,1.41,0.47,0.06,0.01,0.98,17883
ST,0.17,0.08,9027,1.41,0.47,0.07,0.02,0.32,17883
ST,0.15,0.07,14278,1.41,0.47,0.07,0.02,0.65,17883
ST,0.17,0.08,8108,1.41,0.47,0.07,0.02,0.54,17883
ST,0.19,0.09,4917,1.41,0.47,0.07,0.02,0.72,17883
ST,0.21,0.1,3139,1.41,0.47,0.07,0.02,0.9,17883
ST,0.24,0.11,2088,1.41,0.47,0.07,0.02,0.82,17883
ST,0.26,0.12,1436,1.41,0.47,0.07,0.02,0.95,17883
ST,0.3,0.14,734,1.41,0.47,0.07,0.02,1,17883
